Sn,Task Name,Activity Type,Planned Start,Planned Finish,Actual Start,Actual Finish,PGMA,Parent WBS Level
1346,Manufacturing,MFG,2023-12-06,2024-09-27,,,24353,1.9.2.1.1.7.4(HANGERS & SUPPORTS FOR BOILER FILL PIPING - OS (PGMA-24353))
1347,Dispatch,DIS,2024-09-28,2024-10-27,,,24353,1.9.2.1.1.7.4(HANGERS & SUPPORTS FOR BOILER FILL PIPING - OS (PGMA-24353))
1348,BOI items for Boiler fill piping (PGMA-24354),SUP,2023-01-25,2024-10-27,,,24354,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1349,Engineering,ENG,2023-01-25,2023-12-05,,,24354,1.9.2.1.1.7.5(BOI items for Boiler fill piping (PGMA-24354))
1350,Manufacturing,MFG,2023-12-06,2024-09-27,,,24354,1.9.2.1.1.7.5(BOI items for Boiler fill piping (PGMA-24354))
1351,Dispatch,DIS,2024-09-28,2024-10-27,,,24354,1.9.2.1.1.7.5(BOI items for Boiler fill piping (PGMA-24354))
1352,BULKED BPS COMPONENTS FOR TRIM PIPES (PGMA-24700),SUP,2023-05-18,2024-11-27,,,24700,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1353,Engineering,ENG,2023-05-18,2024-02-03,,,24700,1.9.2.1.1.7.6(BULKED BPS COMPONENTS FOR TRIM PIPES (PGMA-24700))
1354,Manufacturing,MFG,2024-02-04,2024-10-28,,,24700,1.9.2.1.1.7.6(BULKED BPS COMPONENTS FOR TRIM PIPES (PGMA-24700))
1355,Dispatch,DIS,2024-10-29,2024-11-27,,,24700,1.9.2.1.1.7.6(BULKED BPS COMPONENTS FOR TRIM PIPES (PGMA-24700))
1356,BOILER TRIM PIPING (PGMA-24800),SUP,2023-01-25,2024-10-27,,,24800,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1357,Engineering,ENG,2023-01-25,2023-12-05,,,24800,1.9.2.1.1.7.7(BOILER TRIM PIPING (PGMA-24800))
1358,Manufacturing,MFG,2023-12-06,2024-09-27,,,24800,1.9.2.1.1.7.7(BOILER TRIM PIPING (PGMA-24800))
1359,Dispatch,DIS,2024-09-28,2024-10-27,,,24800,1.9.2.1.1.7.7(BOILER TRIM PIPING (PGMA-24800))
1360,Boiler Trim Piping - Dd Items (PGMA-24803),SUP,2023-01-25,2024-10-27,,,24803,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1361,Engineering,ENG,2023-01-25,2023-12-05,,,24803,1.9.2.1.1.7.8(Boiler Trim Piping - Dd Items (PGMA-24803))
1362,Manufacturing,MFG,2023-12-06,2024-09-27,,,24803,1.9.2.1.1.7.8(Boiler Trim Piping - Dd Items (PGMA-24803))
1363,Dispatch,DIS,2024-09-28,2024-10-27,,,24803,1.9.2.1.1.7.8(Boiler Trim Piping - Dd Items (PGMA-24803))
1364,Supports - Boiler Trim Piping - Os (PGMA-24804),SUP,2023-01-25,2024-10-27,,,24804,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1365,Engineering,ENG,2023-01-25,2023-12-05,,,24804,1.9.2.1.1.7.9(Supports - Boiler Trim Piping - Os (PGMA-24804))
1366,Manufacturing,MFG,2023-12-06,2024-09-27,,,24804,1.9.2.1.1.7.9(Supports - Boiler Trim Piping - Os (PGMA-24804))
1367,Dispatch,DIS,2024-09-28,2024-10-27,,,24804,1.9.2.1.1.7.9(Supports - Boiler Trim Piping - Os (PGMA-24804))
1368,LINK TO BOILER RECIRCULATION SYSTEM (PGMA-24805),SUP,2023-01-25,2024-11-27,,,24805,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1369,Engineering,ENG,2023-01-25,2023-12-20,,,24805,1.9.2.1.1.7.10(LINK TO BOILER RECIRCULATION SYSTEM (PGMA-24805))
1370,Manufacturing,MFG,2023-12-21,2024-10-28,,,24805,1.9.2.1.1.7.10(LINK TO BOILER RECIRCULATION SYSTEM (PGMA-24805))
1371,Dispatch,DIS,2024-10-29,2024-11-27,,,24805,1.9.2.1.1.7.10(LINK TO BOILER RECIRCULATION SYSTEM (PGMA-24805))
1372,MIXING VESSEL (PGMA-24806),SUP,2023-01-25,2024-11-27,,,24806,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1373,Engineering,ENG,2023-01-25,2023-12-20,,,24806,1.9.2.1.1.7.11(MIXING VESSEL (PGMA-24806))
1374,Manufacturing,MFG,2023-12-21,2024-10-28,,,24806,1.9.2.1.1.7.11(MIXING VESSEL (PGMA-24806))
1375,Dispatch,DIS,2024-10-29,2024-11-27,,,24806,1.9.2.1.1.7.11(MIXING VESSEL (PGMA-24806))
1376,RECIRCULATION PUMP SECTION LINE (PGMA-24807),SUP,2023-01-25,2024-11-27,,,24807,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1377,Engineering,ENG,2023-01-25,2023-12-20,,,24807,1.9.2.1.1.7.12(RECIRCULATION PUMP SECTION LINE (PGMA-24807))
1378,Manufacturing,MFG,2023-12-21,2024-10-28,,,24807,1.9.2.1.1.7.12(RECIRCULATION PUMP SECTION LINE (PGMA-24807))
1379,Dispatch,DIS,2024-10-29,2024-11-27,,,24807,1.9.2.1.1.7.12(RECIRCULATION PUMP SECTION LINE (PGMA-24807))
1380,RECIRCULATION PUMP DISCHARGE LINE (PGMA-24808),SUP,2023-01-25,2024-11-27,,,24808,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1381,Engineering,ENG,2023-01-25,2023-12-20,,,24808,1.9.2.1.1.7.13(RECIRCULATION PUMP DISCHARGE LINE (PGMA-24808))
1382,Manufacturing,MFG,2023-12-21,2024-10-28,,,24808,1.9.2.1.1.7.13(RECIRCULATION PUMP DISCHARGE LINE (PGMA-24808))
1383,Dispatch,DIS,2024-10-29,2024-11-27,,,24808,1.9.2.1.1.7.13(RECIRCULATION PUMP DISCHARGE LINE (PGMA-24808))
1384,BOILER RECIRCULATION LINK FROM BF LINE (PGMA-24809),SUP,2023-01-25,2024-11-27,,,24809,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1385,Engineering,ENG,2023-01-25,2023-12-20,,,24809,1.9.2.1.1.7.14(BOILER RECIRCULATION LINK FROM BF LINE (PGMA-24809))
1386,Manufacturing,MFG,2023-12-21,2024-10-28,,,24809,1.9.2.1.1.7.14(BOILER RECIRCULATION LINK FROM BF LINE (PGMA-24809))
1387,Dispatch,DIS,2024-10-29,2024-11-27,,,24809,1.9.2.1.1.7.14(BOILER RECIRCULATION LINK FROM BF LINE (PGMA-24809))
1388,HANGERS + SUPPORTS FOR STARTUP SYSTEM (PGMA-24810),SUP,2023-01-25,2024-11-27,,,24810,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1389,Engineering,ENG,2023-01-25,2023-12-20,,,24810,1.9.2.1.1.7.15(HANGERS + SUPPORTS FOR STARTUP SYSTEM (PGMA-24810))
1390,Manufacturing,MFG,2023-12-21,2024-10-28,,,24810,1.9.2.1.1.7.15(HANGERS + SUPPORTS FOR STARTUP SYSTEM (PGMA-24810))
1391,Dispatch,DIS,2024-10-29,2024-11-27,,,24810,1.9.2.1.1.7.15(HANGERS + SUPPORTS FOR STARTUP SYSTEM (PGMA-24810))
1392,FURNACE LINK TO FLASH TAND/HWL1 TO HWL2 (PGMA-24811),SUP,2023-01-25,2024-11-27,,,24811,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1393,Engineering,ENG,2023-01-25,2023-12-20,,,24811,1.9.2.1.1.7.16(FURNACE LINK TO FLASH TAND/HWL1 TO HWL2 (PGMA-24811))
1394,Manufacturing,MFG,2023-12-21,2024-10-28,,,24811,1.9.2.1.1.7.16(FURNACE LINK TO FLASH TAND/HWL1 TO HWL2 (PGMA-24811))
1395,Dispatch,DIS,2024-10-29,2024-11-27,,,24811,1.9.2.1.1.7.16(FURNACE LINK TO FLASH TAND/HWL1 TO HWL2 (PGMA-24811))
1396,Boiler Trim Piping - Non Ht Items (PGMA-24814),SUP,2023-01-25,2024-10-27,,,24814,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1397,Engineering,ENG,2023-01-25,2023-12-05,,,24814,1.9.2.1.1.7.17(Boiler Trim Piping - Non Ht Items (PGMA-24814))
1398,Manufacturing,MFG,2023-12-06,2024-09-27,,,24814,1.9.2.1.1.7.17(Boiler Trim Piping - Non Ht Items (PGMA-24814))
1399,Dispatch,DIS,2024-09-28,2024-10-27,,,24814,1.9.2.1.1.7.17(Boiler Trim Piping - Non Ht Items (PGMA-24814))
1400,DESUPERHEATER PIPES (PGMA-24815),SUP,2023-01-25,2024-03-29,,,24815,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1401,Engineering,ENG,2023-01-25,2023-08-14,,,24815,1.9.2.1.1.7.18(DESUPERHEATER PIPES (PGMA-24815))
1402,Manufacturing,MFG,2023-08-15,2024-02-28,,,24815,1.9.2.1.1.7.18(DESUPERHEATER PIPES (PGMA-24815))
1403,Dispatch,DIS,2024-02-29,2024-03-29,,,24815,1.9.2.1.1.7.18(DESUPERHEATER PIPES (PGMA-24815))
1404,H&S For Start-Up System - Os Items (PGMA-24817),SUP,2023-01-25,2024-11-27,,,24817,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1405,Engineering,ENG,2023-01-25,2023-12-20,,,24817,1.9.2.1.1.7.19(H&S For Start-Up System - Os Items (PGMA-24817))
1406,Manufacturing,MFG,2023-12-21,2024-10-28,,,24817,1.9.2.1.1.7.19(H&S For Start-Up System - Os Items (PGMA-24817))
1407,Dispatch,DIS,2024-10-29,2024-11-27,,,24817,1.9.2.1.1.7.19(H&S For Start-Up System - Os Items (PGMA-24817))
1408,H&S For Start-Up System - Dd Items (PGMA-24818),SUP,2023-01-25,2024-11-27,,,24818,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1409,Engineering,ENG,2023-01-25,2023-12-20,,,24818,1.9.2.1.1.7.20(H&S For Start-Up System - Dd Items (PGMA-24818))
1410,Manufacturing,MFG,2023-12-21,2024-10-28,,,24818,1.9.2.1.1.7.20(H&S For Start-Up System - Dd Items (PGMA-24818))
1411,Dispatch,DIS,2024-10-29,2024-11-27,,,24818,1.9.2.1.1.7.20(H&S For Start-Up System - Dd Items (PGMA-24818))
1412,EXHAUST PIPE FOR SAFETY VALVES (PGMA-24820),SUP,2023-05-18,2024-11-27,,,24820,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1413,Engineering,ENG,2023-05-18,2024-02-03,,,24820,1.9.2.1.1.7.21(EXHAUST PIPE FOR SAFETY VALVES (PGMA-24820))
1414,Manufacturing,MFG,2024-02-04,2024-10-28,,,24820,1.9.2.1.1.7.21(EXHAUST PIPE FOR SAFETY VALVES (PGMA-24820))
1415,Dispatch,DIS,2024-10-29,2024-11-27,,,24820,1.9.2.1.1.7.21(EXHAUST PIPE FOR SAFETY VALVES (PGMA-24820))
1416,De-Superheater Pipes - Os Items (PGMA-24822),SUP,2023-04-26,2024-06-28,,,24822,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1417,Engineering,ENG,2023-04-26,2023-11-13,,,24822,1.9.2.1.1.7.22(De-Superheater Pipes - Os Items (PGMA-24822))
1418,Manufacturing,MFG,2023-11-14,2024-05-29,,,24822,1.9.2.1.1.7.22(De-Superheater Pipes - Os Items (PGMA-24822))
1419,Dispatch,DIS,2024-05-30,2024-06-28,,,24822,1.9.2.1.1.7.22(De-Superheater Pipes - Os Items (PGMA-24822))
1420,De-Superheater Pipes - Dd Items (PGMA-24823),SUP,2023-04-26,2024-06-28,,,24823,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1421,Engineering,ENG,2023-04-26,2023-11-13,,,24823,1.9.2.1.1.7.23(De-Superheater Pipes - Dd Items (PGMA-24823))
1422,Manufacturing,MFG,2023-11-14,2024-05-29,,,24823,1.9.2.1.1.7.23(De-Superheater Pipes - Dd Items (PGMA-24823))
1423,Dispatch,DIS,2024-05-30,2024-06-28,,,24823,1.9.2.1.1.7.23(De-Superheater Pipes - Dd Items (PGMA-24823))
1424,Exhaust Pipe For Safety Valve - Os Items (PGMA-24824),SUP,2023-05-18,2024-11-27,,,24824,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1425,Engineering,ENG,2023-05-18,2024-02-03,,,24824,1.9.2.1.1.7.24(Exhaust Pipe For Safety Valve - Os Items (PGMA-24824))
1426,Manufacturing,MFG,2024-02-04,2024-10-28,,,24824,1.9.2.1.1.7.24(Exhaust Pipe For Safety Valve - Os Items (PGMA-24824))
1427,Dispatch,DIS,2024-10-29,2024-11-27,,,24824,1.9.2.1.1.7.24(Exhaust Pipe For Safety Valve - Os Items (PGMA-24824))
1428,SILENCER SUPPORTS (PGMA-24825),SUP,2022-09-27,2024-03-14,,,24825,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1429,Engineering,ENG,2022-09-27,2023-07-25,,,24825,1.9.2.1.1.7.25(SILENCER SUPPORTS (PGMA-24825))
1430,Manufacturing,MFG,2023-07-26,2024-02-13,,,24825,1.9.2.1.1.7.25(SILENCER SUPPORTS (PGMA-24825))
1431,Dispatch,DIS,2024-02-14,2024-03-14,,,24825,1.9.2.1.1.7.25(SILENCER SUPPORTS (PGMA-24825))
1432,Silencer Support - Os Items (PGMA-24826),SUP,2022-09-27,2024-03-14,,,24826,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1433,Engineering,ENG,2022-09-27,2023-07-25,,,24826,1.9.2.1.1.7.26(Silencer Support - Os Items (PGMA-24826))
1434,Manufacturing,MFG,2023-07-26,2024-02-13,,,24826,1.9.2.1.1.7.26(Silencer Support - Os Items (PGMA-24826))
1435,Dispatch,DIS,2024-02-14,2024-03-14,,,24826,1.9.2.1.1.7.26(Silencer Support - Os Items (PGMA-24826))
1436,Exhaust Pipe For Safety Valve - Dd Items (PGMA-24827),SUP,2023-05-18,2024-11-27,,,24827,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1437,Engineering,ENG,2023-05-18,2024-02-03,,,24827,1.9.2.1.1.7.27(Exhaust Pipe For Safety Valve - Dd Items (PGMA-24827))
1438,Manufacturing,MFG,2024-02-04,2024-10-28,,,24827,1.9.2.1.1.7.27(Exhaust Pipe For Safety Valve - Dd Items (PGMA-24827))
1439,Dispatch,DIS,2024-10-29,2024-11-27,,,24827,1.9.2.1.1.7.27(Exhaust Pipe For Safety Valve - Dd Items (PGMA-24827))
1440,Exhaust Pipe For Safety Valve - BOI Item (PGMA-24828),SUP,2023-05-18,2024-11-27,,,24828,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1441,Engineering,ENG,2023-05-18,2024-02-03,,,24828,1.9.2.1.1.7.28(Exhaust Pipe For Safety Valve - BOI Item (PGMA-24828))
1442,Manufacturing,MFG,2024-02-04,2024-10-28,,,24828,1.9.2.1.1.7.28(Exhaust Pipe For Safety Valve - BOI Item (PGMA-24828))
1443,Dispatch,DIS,2024-10-29,2024-11-27,,,24828,1.9.2.1.1.7.28(Exhaust Pipe For Safety Valve - BOI Item (PGMA-24828))
1444,STARTUP VENT DIFFUSER AND SILENCER SUPPPORTS (PGMA-24835),SUP,2022-09-27,2023-12-27,,,24835,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1445,Engineering,ENG,2022-09-27,2023-07-25,,,24835,1.9.2.1.1.7.29(STARTUP VENT DIFFUSER AND SILENCER SUPPPORTS (PGMA-24835))
1446,Manufacturing,MFG,2023-05-09,2023-11-27,,,24835,1.9.2.1.1.7.29(STARTUP VENT DIFFUSER AND SILENCER SUPPPORTS (PGMA-24835))
1447,Dispatch,DIS,2023-11-28,2023-12-27,,,24835,1.9.2.1.1.7.29(STARTUP VENT DIFFUSER AND SILENCER SUPPPORTS (PGMA-24835))
1448,"Start-Up Vent, Diffuser, Silencer Support-Os Item (PGMA-24836)",SUP,2022-09-27,2023-12-27,,,24836,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1449,Engineering,ENG,2022-09-27,2023-07-25,,,24836,"1.9.2.1.1.7.30(Start-Up Vent, Diffuser, Silencer Support-Os Item (PGMA-24836))"
1450,Manufacturing,MFG,2023-05-09,2023-11-27,,,24836,"1.9.2.1.1.7.30(Start-Up Vent, Diffuser, Silencer Support-Os Item (PGMA-24836))"
1451,Dispatch,DIS,2023-11-28,2023-12-27,,,24836,"1.9.2.1.1.7.30(Start-Up Vent, Diffuser, Silencer Support-Os Item (PGMA-24836))"
1452,"Start-Up Vent, Diffuser, Silencer Support-Dd Item (PGMA-24837)",SUP,2022-09-27,2023-12-27,,,24837,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1453,Engineering,ENG,2022-09-27,2023-07-25,,,24837,"1.9.2.1.1.7.31(Start-Up Vent, Diffuser, Silencer Support-Dd Item (PGMA-24837))"
1454,Manufacturing,MFG,2023-05-09,2023-11-27,,,24837,"1.9.2.1.1.7.31(Start-Up Vent, Diffuser, Silencer Support-Dd Item (PGMA-24837))"
1455,Dispatch,DIS,2023-11-28,2023-12-27,,,24837,"1.9.2.1.1.7.31(Start-Up Vent, Diffuser, Silencer Support-Dd Item (PGMA-24837))"
1456,SAMPLE COOLER AND SUPPORTS (PGMA-24840),SUP,2023-05-18,2024-11-27,,,24840,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1457,Engineering,ENG,2023-05-18,2024-02-03,,,24840,1.9.2.1.1.7.32(SAMPLE COOLER AND SUPPORTS (PGMA-24840))
1458,Manufacturing,MFG,2024-02-04,2024-10-28,,,24840,1.9.2.1.1.7.32(SAMPLE COOLER AND SUPPORTS (PGMA-24840))
1459,Dispatch,DIS,2024-10-29,2024-11-27,,,24840,1.9.2.1.1.7.32(SAMPLE COOLER AND SUPPORTS (PGMA-24840))
1460,Sample Cooler & Supports - Os Items (PGMA-24841),SUP,2023-05-18,2024-11-27,,,24841,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1461,Engineering,ENG,2023-05-18,2024-02-03,,,24841,1.9.2.1.1.7.33(Sample Cooler & Supports - Os Items (PGMA-24841))
1462,Manufacturing,MFG,2024-02-04,2024-10-28,,,24841,1.9.2.1.1.7.33(Sample Cooler & Supports - Os Items (PGMA-24841))
1463,Dispatch,DIS,2024-10-29,2024-11-27,,,24841,1.9.2.1.1.7.33(Sample Cooler & Supports - Os Items (PGMA-24841))
1464,DD items for Sample Cooler and Supports (PGMA-24842),SUP,2023-05-18,2024-11-27,,,24842,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1465,Engineering,ENG,2023-05-18,2024-02-03,,,24842,1.9.2.1.1.7.34(DD items for Sample Cooler and Supports (PGMA-24842))
1466,Manufacturing,MFG,2024-02-04,2024-10-28,,,24842,1.9.2.1.1.7.34(DD items for Sample Cooler and Supports (PGMA-24842))
1467,Dispatch,DIS,2024-10-29,2024-11-27,,,24842,1.9.2.1.1.7.34(DD items for Sample Cooler and Supports (PGMA-24842))
1468, BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855),SUP,2023-08-23,2024-12-28,,,24855,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1469,NIT,ENQ,2023-08-23,2023-08-23,,,24855,1.9.2.1.1.7.35( BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855))
1470,Ordering,ORD,2023-08-24,2024-01-20,,,24855,1.9.2.1.1.7.35( BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855))
1471,Manufacturing,MFG,2024-01-21,2024-11-28,,,24855,1.9.2.1.1.7.35( BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855))
1472,Dispatch,DIS,2024-11-29,2024-12-28,,,24855,1.9.2.1.1.7.35( BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855))
1473,VALVES (PGMA-24860),SUP,2024-01-12,2025-11-11,,,24860,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1474,Engineering,ENG,2024-01-12,2024-07-09,,,24860,1.9.2.1.1.7.36(VALVES (PGMA-24860))
1475,Manufacturing,MFG,2024-07-10,2025-10-12,,,24860,1.9.2.1.1.7.36(VALVES (PGMA-24860))
1476,Dispatch,DIS,2025-10-13,2025-11-11,,,24860,1.9.2.1.1.7.36(VALVES (PGMA-24860))
1477,BOI-LU-VALVES SUBDELIVERY (PGMA-24865),SUP,2023-08-03,2025-01-14,,,24865,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1478,NIT,ENQ,2023-08-03,2023-08-03,,,24865,1.9.2.1.1.7.37(BOI-LU-VALVES SUBDELIVERY (PGMA-24865))
1479,Ordering,ORD,2023-08-04,2024-01-30,,,24865,1.9.2.1.1.7.37(BOI-LU-VALVES SUBDELIVERY (PGMA-24865))
1480,Manufacturing,MFG,2024-01-31,2024-12-15,,,24865,1.9.2.1.1.7.37(BOI-LU-VALVES SUBDELIVERY (PGMA-24865))
1481,Dispatch,DIS,2024-12-16,2025-01-14,,,24865,1.9.2.1.1.7.37(BOI-LU-VALVES SUBDELIVERY (PGMA-24865))
1482,BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867),SUP,2023-10-22,2025-01-12,,,24867,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1483,NIT,ENQ,2023-10-22,2023-10-22,,,24867,1.9.2.1.1.7.38(BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867))
1484,Ordering,ORD,2023-10-23,2024-03-20,,,24867,1.9.2.1.1.7.38(BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867))
1485,Manufacturing,MFG,2024-03-21,2024-12-13,,,24867,1.9.2.1.1.7.38(BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867))
1486,Dispatch,DIS,2024-12-14,2025-01-12,,,24867,1.9.2.1.1.7.38(BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867))
1487,SAFETY VALVES (PGMA-24880),SUP,2022-12-26,2024-01-27,,,24880,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1488,Engineering,ENG,2022-12-26,2023-07-05,,,24880,1.9.2.1.1.7.39(SAFETY VALVES (PGMA-24880))
1489,Manufacturing,MFG,2023-07-06,2023-12-28,,,24880,1.9.2.1.1.7.39(SAFETY VALVES (PGMA-24880))
1490,Dispatch,DIS,2023-12-29,2024-01-27,,,24880,1.9.2.1.1.7.39(SAFETY VALVES (PGMA-24880))
1491,SAFETY VALVES AND ERV-SD (PGMA-24881),SUP,2022-12-26,2024-01-27,,,24881,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1492,Engineering,ENG,2022-12-26,2023-07-05,,,24881,1.9.2.1.1.7.40(SAFETY VALVES AND ERV-SD (PGMA-24881))
1493,Manufacturing,MFG,2023-07-06,2023-12-28,,,24881,1.9.2.1.1.7.40(SAFETY VALVES AND ERV-SD (PGMA-24881))
1494,Dispatch,DIS,2023-12-29,2024-01-27,,,24881,1.9.2.1.1.7.40(SAFETY VALVES AND ERV-SD (PGMA-24881))
1495,Safety Valves (BHEL) - Non Ht (PGMA-24883),SUP,2022-12-26,2024-01-27,,,24883,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1496,Engineering,ENG,2022-12-26,2023-07-05,,,24883,1.9.2.1.1.7.41(Safety Valves (BHEL) - Non Ht (PGMA-24883))
1497,Manufacturing,MFG,2023-07-06,2023-12-28,,,24883,1.9.2.1.1.7.41(Safety Valves (BHEL) - Non Ht (PGMA-24883))
1498,Dispatch,DIS,2023-12-29,2024-01-27,,,24883,1.9.2.1.1.7.41(Safety Valves (BHEL) - Non Ht (PGMA-24883))
1499,SILENCERS (PGMA-24885),SUP,2022-09-27,2023-12-27,,,24885,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1500,Engineering,ENG,2022-09-27,2023-07-25,,,24885,1.9.2.1.1.7.42(SILENCERS (PGMA-24885))
1501,Manufacturing,MFG,2023-05-09,2023-11-27,,,24885,1.9.2.1.1.7.42(SILENCERS (PGMA-24885))
1502,Dispatch,DIS,2023-11-28,2023-12-27,,,24885,1.9.2.1.1.7.42(SILENCERS (PGMA-24885))
1503,SPECIAL TOOLS (PGMA-24950),SUP,2023-11-06,2025-06-29,,,24950,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1504,Engineering,ENG,2023-11-06,2024-08-13,,,24950,1.9.2.1.1.7.43(SPECIAL TOOLS (PGMA-24950))
1505,Manufacturing,MFG,2024-08-14,2025-05-30,,,24950,1.9.2.1.1.7.43(SPECIAL TOOLS (PGMA-24950))
1506,Dispatch,DIS,2025-05-31,2025-06-29,,,24950,1.9.2.1.1.7.43(SPECIAL TOOLS (PGMA-24950))
1507,LAPPING TOOLS FOR SV&ERV (PGMA-24955),SUP,2023-11-06,2025-06-29,,,24955,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1508,Engineering,ENG,2023-11-06,2024-08-13,,,24955,1.9.2.1.1.7.44(LAPPING TOOLS FOR SV&ERV (PGMA-24955))
1509,Manufacturing,MFG,2024-08-14,2025-05-30,,,24955,1.9.2.1.1.7.44(LAPPING TOOLS FOR SV&ERV (PGMA-24955))
1510,Dispatch,DIS,2025-05-31,2025-06-29,,,24955,1.9.2.1.1.7.44(LAPPING TOOLS FOR SV&ERV (PGMA-24955))
1511,LAPPING TOOLS FOR CONVENTIONAL VALVES( (PGMA-24960),SUP,2023-11-06,2025-06-29,,,24960,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1512,Engineering,ENG,2023-11-06,2024-08-13,,,24960,1.9.2.1.1.7.45(LAPPING TOOLS FOR CONVENTIONAL VALVES( (PGMA-24960))
1513,Manufacturing,MFG,2024-08-14,2025-05-30,,,24960,1.9.2.1.1.7.45(LAPPING TOOLS FOR CONVENTIONAL VALVES( (PGMA-24960))
1514,Dispatch,DIS,2025-05-31,2025-06-29,,,24960,1.9.2.1.1.7.45(LAPPING TOOLS FOR CONVENTIONAL VALVES( (PGMA-24960))
1515,COMMG SPARES FOR SAFETY VALVES/ERV (PGMA-24987),SUP,2023-11-21,2025-07-29,,,24987,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1516,Engineering,ENG,2023-11-21,2024-09-10,,,24987,1.9.2.1.1.7.46(COMMG SPARES FOR SAFETY VALVES/ERV (PGMA-24987))
1517,Manufacturing,MFG,2024-09-11,2025-06-29,,,24987,1.9.2.1.1.7.46(COMMG SPARES FOR SAFETY VALVES/ERV (PGMA-24987))
1518,Dispatch,DIS,2025-06-30,2025-07-29,,,24987,1.9.2.1.1.7.46(COMMG SPARES FOR SAFETY VALVES/ERV (PGMA-24987))
1519,COMMG SPARES FOR IMPORTED SUB-DELY (PGMA-24988),SUP,2023-11-21,2025-07-29,,,24988,1.9.2.1.1.7(Boiler Integral Piping and Fittings (PG-24))
1520,Engineering,ENG,2023-11-21,2024-09-10,,,24988,1.9.2.1.1.7.47(COMMG SPARES FOR IMPORTED SUB-DELY (PGMA-24988))
1521,Manufacturing,MFG,2024-09-11,2025-06-29,,,24988,1.9.2.1.1.7.47(COMMG SPARES FOR IMPORTED SUB-DELY (PGMA-24988))
1522,Dispatch,DIS,2025-06-30,2025-07-29,,,24988,1.9.2.1.1.7.47(COMMG SPARES FOR IMPORTED SUB-DELY (PGMA-24988))
